,race_id,meet_date,course_id,distance,gender,racers_in_race,racers_w_prs,percent_prs
428,428,2018-09-22,819,310,g,160,15.0,9.375
429,429,2018-09-22,963,300,b,24,20.0,83.33333333333334
430,430,2018-09-22,963,300,g,10,9.0,90.0
431,431,2018-09-22,1119,300,b,36,3.0,8.333333333333332
432,432,2018-09-22,1119,300,g,31,1.0,3.225806451612903
433,433,2018-09-22,1121,310,b,19,0.0,0.0
434,434,2018-09-22,1121,310,g,19,0.0,0.0
435,435,2018-09-22,1128,310,b,33,0.0,0.0
436,436,2018-09-22,1128,310,g,22,0.0,0.0
437,437,2018-09-22,1212,310,g,33,11.0,33.33333333333333
438,438,2018-09-22,1266,210,b,10,0.0,0.0
439,439,2018-09-22,1266,210,g,5,0.0,0.0
440,440,2018-09-22,1300,310,b,10,6.0,60.0
441,441,2018-09-22,1300,310,g,4,1.0,25.0
442,442,2018-09-22,1429,300,b,70,27.0,38.57142857142858
443,443,2018-09-22,1429,300,g,50,11.0,22.0
444,444,2018-09-22,1462,310,b,26,11.0,42.30769230769231
445,445,2018-09-22,1462,310,g,23,11.0,47.82608695652174
446,446,2018-09-22,1511,200,g,7,0.0,0.0
447,447,2018-09-22,1512,310,g,36,8.0,22.22222222222222
448,448,2018-09-22,1538,300,g,35,0.0,0.0
449,449,2018-09-22,1565,310,g,10,0.0,0.0
450,450,2018-09-22,1567,316,b,7,0.0,0.0
451,451,2018-09-22,1567,316,g,4,0.0,0.0
452,452,2018-09-22,1613,310,b,49,15.0,30.612244897959183
453,453,2018-09-22,1613,310,g,16,8.0,50.0
454,454,2018-09-22,1656,310,b,38,0.0,0.0
455,455,2018-09-22,1656,310,g,24,0.0,0.0
456,456,2018-09-22,1723,310,b,15,2.0,13.333333333333334
457,457,2018-09-22,1723,310,g,13,9.0,69.23076923076923
458,458,2018-09-22,1760,310,b,35,0.0,0.0
459,459,2018-09-22,1760,310,g,23,0.0,0.0
460,460,2018-09-25,1,210,b,342,99.0,28.947368421052634
461,461,2018-09-25,1,210,g,207,75.0,36.231884057971016
462,462,2018-09-25,61,300,b,50,9.0,18.0
463,463,2018-09-25,61,300,g,36,3.0,8.333333333333332
464,464,2018-09-25,366,300,b,142,48.0,33.80281690140845
465,465,2018-09-25,366,300,g,128,23.0,17.96875
466,466,2018-09-25,548,295,b,37,5.0,13.513513513513514
467,467,2018-09-25,548,295,g,21,5.0,23.809523809523807
468,468,2018-09-25,900,310,b,98,67.0,68.36734693877551
469,469,2018-09-25,900,310,g,24,14.0,58.333333333333336
470,470,2018-09-25,1119,300,b,19,4.0,21.052631578947366
471,471,2018-09-25,1119,300,g,16,1.0,6.25
472,472,2018-09-25,1132,301,b,155,35.0,22.58064516129032
473,473,2018-09-25,1132,301,g,111,10.0,9.00900900900901
474,474,2018-09-25,1424,310,b,79,0.0,0.0
475,475,2018-09-26,101,304,b,58,8.0,13.793103448275861
476,476,2018-09-26,101,304,g,40,4.0,10.0
477,477,2018-09-26,102,210,b,53,13.0,24.528301886792452
478,478,2018-09-26,102,210,g,35,6.0,17.142857142857142
479,479,2018-09-26,123,200,b,131,19.0,14.50381679389313
480,480,2018-09-26,123,200,g,69,9.0,13.043478260869565
481,481,2018-09-26,147,300,b,20,0.0,0.0
482,482,2018-09-26,147,300,g,19,0.0,0.0
483,483,2018-09-26,215,300,b,18,4.0,22.22222222222222
484,484,2018-09-26,215,300,g,47,5.0,10.638297872340425
485,485,2018-09-26,223,200,b,12,6.0,50.0
486,486,2018-09-26,223,200,g,14,7.0,50.0
487,487,2018-09-26,224,310,b,18,5.0,27.77777777777778
488,488,2018-09-26,224,310,g,3,3.0,100.0
489,489,2018-09-26,253,300,b,93,34.0,36.55913978494624
490,490,2018-09-26,253,300,g,48,15.0,31.25
491,491,2018-09-26,434,275,b,27,0.0,0.0
492,492,2018-09-26,434,275,g,12,0.0,0.0
493,493,2018-09-26,460,310,b,23,11.0,47.82608695652174
494,494,2018-09-26,460,310,g,11,4.0,36.36363636363637
495,495,2018-09-26,660,300,b,38,16.0,42.10526315789473
496,496,2018-09-26,660,300,g,27,13.0,48.148148148148145
497,497,2018-09-26,724,300,b,69,27.0,39.130434782608695
498,498,2018-09-26,724,300,g,20,2.0,10.0
499,499,2018-09-26,741,275,g,27,6.0,22.22222222222222
500,500,2018-09-26,845,310,b,31,8.0,25.806451612903224
501,501,2018-09-26,845,310,g,14,9.0,64.28571428571429
502,502,2018-09-26,891,200,b,29,0.0,0.0
503,503,2018-09-26,891,200,g,7,0.0,0.0
504,504,2018-09-26,892,300,b,7,0.0,0.0
505,505,2018-09-26,892,300,g,7,0.0,0.0
506,506,2018-09-26,948,300,b,149,17.0,11.409395973154362
507,507,2018-09-26,948,300,g,54,3.0,5.555555555555555
508,508,2018-09-26,987,300,b,28,0.0,0.0
509,509,2018-09-26,987,300,g,17,0.0,0.0
510,510,2018-09-26,1038,310,b,8,0.0,0.0
511,511,2018-09-26,1038,310,g,1,0.0,0.0
512,512,2018-09-26,1039,200,b,9,0.0,0.0
513,513,2018-09-26,1039,200,g,2,0.0,0.0
514,514,2018-09-26,1129,300,b,11,5.0,45.45454545454545
515,515,2018-09-26,1129,300,g,7,3.0,42.857142857142854
516,516,2018-09-26,1130,200,b,26,3.0,11.538461538461538
517,517,2018-09-26,1130,200,g,7,0.0,0.0
518,518,2018-09-26,1265,210,b,43,8.0,18.6046511627907
519,519,2018-09-26,1265,210,g,23,3.0,13.043478260869565
520,520,2018-09-26,1431,300,b,54,24.0,44.44444444444444
521,521,2018-09-26,1431,300,g,56,6.0,10.714285714285714
522,522,2018-09-26,1432,192,b,100,20.0,20.0
523,523,2018-09-26,1432,192,g,71,8.0,11.267605633802818
524,524,2018-09-26,1568,200,b,13,0.0,0.0
525,525,2018-09-26,1568,200,g,16,0.0,0.0
526,526,2018-09-26,1569,300,b,16,0.0,0.0
527,527,2018-09-26,1569,300,g,14,0.0,0.0
528,528,2018-09-26,1570,300,b,18,0.0,0.0
529,529,2018-09-26,1570,300,g,9,0.0,0.0
530,530,2018-09-26,1571,310,b,34,0.0,0.0
531,531,2018-09-26,1571,310,g,18,0.0,0.0
532,532,2018-09-26,1692,210,b,6,0.0,0.0
533,533,2018-09-26,1697,310,b,9,1.0,11.11111111111111
534,534,2018-09-26,1697,310,g,6,0.0,0.0
535,535,2018-09-27,6,274,b,22,18.0,81.81818181818183
536,536,2018-09-27,6,274,g,15,11.0,73.33333333333333
537,537,2018-09-27,187,300,b,25,11.0,44.0
538,538,2018-09-27,187,300,g,23,10.0,43.47826086956522
539,539,2018-09-27,315,240,g,36,0.0,0.0
540,540,2018-09-27,316,310,b,77,14.0,18.181818181818183
541,541,2018-09-27,316,310,g,22,4.0,18.181818181818183
542,542,2018-09-27,487,300,b,18,0.0,0.0
543,543,2018-09-27,487,300,g,7,0.0,0.0
544,544,2018-09-27,488,200,b,5,0.0,0.0
545,545,2018-09-27,488,200,g,3,0.0,0.0
546,546,2018-09-27,724,300,b,29,4.0,13.793103448275861
547,547,2018-09-27,724,300,g,7,0.0,0.0
548,548,2018-09-27,832,300,b,12,8.0,66.66666666666666
549,549,2018-09-27,832,300,g,11,5.0,45.45454545454545
550,550,2018-09-27,1132,301,b,38,9.0,23.684210526315788
551,551,2018-09-27,1132,301,g,35,13.0,37.142857142857146
552,552,2018-09-27,1572,310,b,38,0.0,0.0
553,553,2018-09-27,1572,310,g,19,0.0,0.0
554,554,2018-09-27,1573,291,b,176,0.0,0.0
555,555,2018-09-27,1573,291,g,154,0.0,0.0
556,556,2018-09-28,118,200,b,99,4.0,4.040404040404041
557,557,2018-09-28,118,200,g,25,4.0,16.0
558,558,2018-09-28,309,310,b,30,6.0,20.0
559,559,2018-09-28,310,250,g,18,7.0,38.88888888888889
560,560,2018-09-28,330,300,b,65,0.0,0.0
561,561,2018-09-28,330,300,g,42,1.0,2.380952380952381
562,562,2018-09-28,555,310,b,50,12.0,24.0
563,563,2018-09-28,556,254,g,25,6.0,24.0
564,564,2018-09-28,988,310,b,32,12.0,37.5
565,565,2018-09-28,988,310,g,22,2.0,9.090909090909092
566,566,2018-09-28,1614,310,b,44,0.0,0.0
567,567,2018-09-29,3,310,b,308,35.0,11.363636363636363
568,568,2018-09-29,3,310,g,252,23.0,9.126984126984127
569,569,2018-09-29,53,310,b,16,0.0,0.0
570,570,2018-09-29,53,310,g,16,0.0,0.0
571,571,2018-09-29,136,295,b,142,35.0,24.647887323943664
572,572,2018-09-29,136,295,g,82,23.0,28.04878048780488
573,573,2018-09-29,188,300,b,19,0.0,0.0
574,574,2018-09-29,188,300,g,15,0.0,0.0
575,575,2018-09-29,215,300,b,32,14.0,43.75
576,576,2018-09-29,215,300,g,14,3.0,21.428571428571427
577,577,2018-09-29,344,310,b,252,62.0,24.6031746031746
578,578,2018-09-29,344,310,g,170,25.0,14.705882352941178
579,579,2018-09-29,416,294,b,14,4.0,28.57142857142857
580,580,2018-09-29,416,294,g,33,1.0,3.0303030303030303
581,581,2018-09-29,428,310,b,23,3.0,13.043478260869565
582,582,2018-09-29,428,310,g,17,2.0,11.76470588235294
583,583,2018-09-29,447,310,b,21,0.0,0.0
584,584,2018-09-29,447,310,g,12,0.0,0.0
585,585,2018-09-29,608,186,g,2,0.0,0.0
586,586,2018-09-29,676,310,b,2,1.0,50.0
587,587,2018-09-29,1137,310,b,130,21.0,16.153846153846153
588,588,2018-09-29,1137,310,g,117,27.0,23.076923076923077
589,589,2018-09-29,1355,310,b,13,2.0,15.384615384615385
590,590,2018-09-29,1355,310,g,18,2.0,11.11111111111111
591,591,2018-09-29,1360,310,b,17,11.0,64.70588235294117
592,592,2018-09-29,1360,310,g,20,10.0,50.0
593,593,2018-09-29,1361,200,g,10,0.0,0.0
594,594,2018-09-29,1441,310,b,40,19.0,47.5
595,595,2018-09-29,1441,310,g,40,7.0,17.5
596,596,2018-09-29,1442,310,b,47,6.0,12.76595744680851
597,597,2018-09-29,1442,310,g,27,1.0,3.7037037037037033
598,598,2018-09-29,1453,260,b,42,2.0,4.761904761904762
599,599,2018-09-29,1453,260,g,22,0.0,0.0
600,600,2018-09-29,1484,300,b,14,7.0,50.0
601,601,2018-09-29,1484,300,g,14,6.0,42.857142857142854
602,602,2018-09-29,1488,300,b,3,0.0,0.0
603,603,2018-09-29,1488,300,g,1,0.0,0.0
604,604,2018-09-29,1533,200,b,16,0.0,0.0
605,605,2018-09-29,1533,200,g,17,3.0,17.647058823529413
606,606,2018-09-29,1534,300,b,46,11.0,23.91304347826087
607,607,2018-09-29,1534,300,g,20,2.0,10.0
608,608,2018-09-29,1574,300,b,10,0.0,0.0
609,609,2018-09-29,1574,300,g,11,0.0,0.0
610,610,2018-09-29,1576,240,b,361,0.0,0.0
611,611,2018-09-29,1576,240,g,98,0.0,0.0
612,612,2018-09-29,1577,310,g,7,0.0,0.0
613,613,2018-09-29,1579,200,b,393,0.0,0.0
614,614,2018-09-29,1579,200,g,254,0.0,0.0
615,615,2018-09-29,1638,300,g,7,0.0,0.0
616,616,2018-09-29,1639,300,g,28,0.0,0.0
617,617,2018-09-29,1647,310,b,11,1.0,9.090909090909092
618,618,2018-09-29,1647,310,g,10,0.0,0.0
619,619,2018-09-29,1763,310,b,9,0.0,0.0
620,620,2018-09-29,1763,310,g,8,0.0,0.0
621,621,2018-10-01,709,260,b,35,18.0,51.42857142857142
622,622,2018-10-01,709,260,g,17,6.0,35.294117647058826
623,623,2018-10-02,5,295,b,352,86.0,24.431818181818183
624,624,2018-10-02,5,295,g,200,46.0,23.0
625,625,2018-10-02,47,300,b,229,25.0,10.91703056768559
626,626,2018-10-02,47,300,g,187,14.0,7.4866310160427805
627,627,2018-10-02,184,300,b,29,12.0,41.37931034482759
628,628,2018-10-02,184,300,g,4,0.0,0.0
629,629,2018-10-02,514,310,b,362,153.0,42.26519337016575
630,630,2018-10-02,514,310,g,129,48.0,37.2093023255814
631,631,2018-10-02,902,310,b,53,17.0,32.075471698113205
632,632,2018-10-02,912,194,b,133,22.0,16.541353383458645
633,633,2018-10-02,912,194,g,11,5.0,45.45454545454545
634,634,2018-10-02,1151,300,b,59,18.0,30.508474576271187
635,635,2018-10-02,1151,300,g,55,5.0,9.090909090909092
636,636,2018-10-02,1407,300,b,21,14.0,66.66666666666666
637,637,2018-10-02,1407,300,g,17,12.0,70.58823529411765
638,638,2018-10-02,1580,270,b,48,0.0,0.0
639,639,2018-10-02,1580,270,g,28,0.0,0.0
640,640,2018-10-03,5,295,b,73,12.0,16.43835616438356
641,641,2018-10-03,5,295,g,42,6.0,14.285714285714285
642,642,2018-10-03,220,300,b,53,23.0,43.39622641509434
643,643,2018-10-03,220,300,g,27,12.0,44.44444444444444
644,644,2018-10-03,403,310,b,26,0.0,0.0
645,645,2018-10-03,403,310,g,7,0.0,0.0
646,646,2018-10-03,404,200,b,23,0.0,0.0
647,647,2018-10-03,404,200,g,14,0.0,0.0
648,648,2018-10-03,780,310,b,14,6.0,42.857142857142854
649,649,2018-10-03,780,310,g,14,7.0,50.0
650,650,2018-10-03,813,300,b,20,13.0,65.0
651,651,2018-10-03,813,300,g,18,9.0,50.0
652,652,2018-10-03,975,190,b,59,23.0,38.983050847457626
653,653,2018-10-03,975,190,g,40,12.0,30.0
654,654,2018-10-03,1030,310,b,44,10.0,22.727272727272727
655,655,2018-10-03,1030,310,g,5,1.0,20.0
656,656,2018-10-03,1031,250,g,11,0.0,0.0
657,657,2018-10-03,1169,310,b,29,0.0,0.0
658,658,2018-10-03,1169,310,g,19,0.0,0.0
659,659,2018-10-03,1581,300,b,52,0.0,0.0
660,660,2018-10-03,1581,300,g,35,0.0,0.0
661,661,2018-10-03,1583,300,b,26,0.0,0.0
662,662,2018-10-03,1583,300,g,22,0.0,0.0
663,663,2018-10-03,1697,310,b,11,0.0,0.0
664,664,2018-10-03,1697,310,g,1,0.0,0.0
665,665,2018-10-04,5,295,b,45,15.0,33.33333333333333
666,666,2018-10-04,5,295,g,25,8.0,32.0
667,667,2018-10-04,495,300,b,50,11.0,22.0
668,668,2018-10-04,495,300,g,24,6.0,25.0
669,669,2018-10-04,596,300,b,113,27.0,23.893805309734514
670,670,2018-10-04,596,300,g,86,27.0,31.3953488372093
671,671,2018-10-04,1017,310,b,79,0.0,0.0
672,672,2018-10-04,1017,310,g,42,0.0,0.0
673,673,2018-10-04,1331,290,b,28,2.0,7.142857142857142
674,674,2018-10-04,1331,290,g,25,1.0,4.0
675,675,2018-10-04,1504,310,g,16,4.0,25.0
676,676,2018-10-05,555,310,b,52,30.0,57.692307692307686
677,677,2018-10-05,556,254,g,33,14.0,42.42424242424242
678,678,2018-10-05,781,310,b,6,3.0,50.0
679,679,2018-10-05,781,310,g,10,1.0,10.0
680,680,2018-10-05,1520,310,g,31,7.0,22.58064516129032
681,681,2018-10-05,1597,250,g,9,0.0,0.0
682,682,2018-10-05,1598,310,b,11,0.0,0.0
683,683,2018-10-05,1653,310,b,7,0.0,0.0
684,684,2018-10-05,1653,310,g,7,0.0,0.0
685,685,2018-10-05,1681,310,b,21,0.0,0.0
686,686,2018-10-05,1681,310,g,9,0.0,0.0
687,687,2018-10-06,5,295,b,414,135.0,32.608695652173914
688,688,2018-10-06,5,295,g,162,40.0,24.691358024691358
689,689,2018-10-06,9,310,b,575,217.0,37.73913043478261
690,690,2018-10-06,9,310,g,444,123.0,27.7027027027027
691,691,2018-10-06,37,233,b,81,23.0,28.39506172839506
692,692,2018-10-06,37,233,g,56,16.0,28.57142857142857
693,693,2018-10-06,316,310,b,120,73.0,60.83333333333333
694,694,2018-10-06,316,310,g,75,16.0,21.333333333333336
695,695,2018-10-06,324,310,b,54,5.0,9.25925925925926
696,696,2018-10-06,324,310,g,30,2.0,6.666666666666667
697,697,2018-10-06,325,200,b,31,0.0,0.0
698,698,2018-10-06,325,200,g,3,0.0,0.0
699,699,2018-10-06,329,310,b,7,0.0,0.0
700,700,2018-10-06,424,310,b,29,9.0,31.03448275862069
701,701,2018-10-06,424,310,g,12,6.0,50.0
702,702,2018-10-06,905,248,b,46,0.0,0.0
703,703,2018-10-06,905,248,g,12,0.0,0.0
704,704,2018-10-06,906,310,b,171,73.0,42.69005847953216
705,705,2018-10-06,906,310,g,115,22.0,19.130434782608695
706,706,2018-10-06,950,300,b,50,0.0,0.0
707,707,2018-10-06,950,300,g,24,0.0,0.0
708,708,2018-10-06,1132,301,b,338,138.0,40.828402366863905
709,709,2018-10-06,1132,301,g,175,56.0,32.0
710,710,2018-10-06,1357,310,b,27,6.0,22.22222222222222
711,711,2018-10-06,1357,310,g,30,6.0,20.0
712,712,2018-10-06,1587,310,b,7,0.0,0.0
713,713,2018-10-06,1587,310,g,7,0.0,0.0
714,714,2018-10-06,1696,310,b,22,0.0,0.0
715,715,2018-10-06,1696,310,g,8,0.0,0.0
716,716,2018-10-06,1708,310,b,1,1.0,100.0
717,717,2018-10-06,1708,310,g,2,0.0,0.0
718,718,2018-10-06,1764,295,b,28,0.0,0.0
719,719,2018-10-06,1764,295,g,18,0.0,0.0
720,720,2018-10-09,408,300,b,20,9.0,45.0
721,721,2018-10-09,408,300,g,16,5.0,31.25
722,722,2018-10-09,437,305,b,8,7.0,87.5
723,723,2018-10-09,437,305,g,11,4.0,36.36363636363637
724,724,2018-10-09,900,310,b,151,29.0,19.205298013245034
725,725,2018-10-09,900,310,g,70,10.0,14.285714285714285
726,726,2018-10-09,937,310,b,31,0.0,0.0
727,727,2018-10-09,937,310,g,17,0.0,0.0
728,728,2018-10-09,1309,310,b,69,11.0,15.942028985507244
729,729,2018-10-09,1309,310,g,39,6.0,15.384615384615385
730,730,2018-10-09,1360,310,b,32,7.0,21.875
731,731,2018-10-09,1360,310,g,39,6.0,15.384615384615385
732,732,2018-10-09,1424,310,b,43,34.0,79.06976744186046
733,733,2018-10-09,1424,310,g,17,0.0,0.0
734,734,2018-10-09,1580,270,b,57,0.0,0.0
735,735,2018-10-09,1592,210,b,27,0.0,0.0
736,736,2018-10-09,1592,210,g,20,0.0,0.0
737,737,2018-10-10,102,210,b,72,25.0,34.72222222222222
738,738,2018-10-10,102,210,g,36,12.0,33.33333333333333
739,739,2018-10-10,191,300,b,31,9.0,29.03225806451613
740,740,2018-10-10,191,300,g,20,2.0,10.0
741,741,2018-10-10,204,300,b,70,21.0,30.0
742,742,2018-10-10,204,300,g,47,5.0,10.638297872340425
743,743,2018-10-10,326,300,b,136,54.0,39.705882352941174
744,744,2018-10-10,326,300,g,46,15.0,32.608695652173914
745,745,2018-10-10,437,305,b,25,12.0,48.0
746,746,2018-10-10,437,305,g,12,7.0,58.333333333333336
747,747,2018-10-10,441,295,b,25,1.0,4.0
748,748,2018-10-10,441,295,g,10,1.0,10.0
749,749,2018-10-10,549,290,b,101,33.0,32.67326732673268
750,750,2018-10-10,549,290,g,67,10.0,14.925373134328357
751,751,2018-10-10,1030,310,b,38,20.0,52.63157894736842
752,752,2018-10-10,1031,250,g,9,5.0,55.55555555555556
753,753,2018-10-10,1338,300,b,27,6.0,22.22222222222222
754,754,2018-10-10,1338,300,g,24,4.0,16.666666666666664
755,755,2018-10-10,1454,300,b,97,42.0,43.29896907216495
756,756,2018-10-10,1454,300,g,55,21.0,38.18181818181819
757,757,2018-10-10,1568,200,b,17,10.0,58.82352941176471
758,758,2018-10-10,1568,200,g,22,16.0,72.72727272727273
759,759,2018-10-10,1569,300,b,18,13.0,72.22222222222221
760,760,2018-10-10,1569,300,g,11,9.0,81.81818181818183
761,761,2018-10-10,1593,250,b,184,0.0,0.0
762,762,2018-10-10,1593,250,g,100,0.0,0.0
763,763,2018-10-10,1697,310,b,5,0.0,0.0
764,764,2018-10-10,1697,310,g,2,0.0,0.0
765,765,2018-10-11,6,274,b,24,15.0,62.5
766,766,2018-10-11,6,274,g,12,11.0,91.66666666666666
767,767,2018-10-11,68,310,b,25,8.0,32.0
768,768,2018-10-11,68,310,g,13,2.0,15.384615384615385
769,769,2018-10-11,88,265,b,20,4.0,20.0
770,770,2018-10-11,88,265,g,21,0.0,0.0
771,771,2018-10-11,215,300,b,36,19.0,52.77777777777778
772,772,2018-10-11,215,300,g,15,8.0,53.333333333333336
773,773,2018-10-11,976,300,b,12,0.0,0.0
774,774,2018-10-11,976,300,g,7,1.0,14.285714285714285
775,775,2018-10-11,1082,200,b,24,4.0,16.666666666666664
776,776,2018-10-11,1082,200,g,6,0.0,0.0
777,777,2018-10-11,1302,310,b,38,0.0,0.0
778,778,2018-10-11,1302,310,g,35,8.0,22.857142857142858
779,779,2018-10-11,1456,300,b,13,5.0,38.46153846153847
780,780,2018-10-11,1456,300,g,13,3.0,23.076923076923077
781,781,2018-10-11,1514,310,g,32,17.0,53.125
782,782,2018-10-11,1595,189,b,7,0.0,0.0
783,783,2018-10-11,1595,189,g,3,0.0,0.0
784,784,2018-10-11,1596,310,b,7,0.0,0.0
785,785,2018-10-11,1596,310,g,7,0.0,0.0
786,786,2018-10-11,1600,310,g,17,0.0,0.0
787,787,2018-10-11,1610,110,g,10,0.0,0.0
788,788,2018-10-11,1655,310,b,7,0.0,0.0
789,789,2018-10-11,1655,310,g,7,0.0,0.0
790,790,2018-10-12,9,310,b,122,43.0,35.24590163934426
791,791,2018-10-12,9,310,g,99,20.0,20.2020202020202
792,792,2018-10-12,16,300,b,35,8.0,22.857142857142858
793,793,2018-10-12,16,300,g,47,10.0,21.27659574468085
794,794,2018-10-12,134,210,b,118,18.0,15.254237288135593
795,795,2018-10-12,134,210,g,90,8.0,8.88888888888889
796,796,2018-10-12,309,310,b,12,4.0,33.33333333333333
797,797,2018-10-12,555,310,b,55,48.0,87.27272727272727
798,798,2018-10-12,556,254,g,38,20.0,52.63157894736842
799,799,2018-10-12,1457,300,b,124,51.0,41.12903225806452
800,800,2018-10-12,1457,300,g,122,32.0,26.229508196721312
801,801,2018-10-13,8,300,b,126,42.0,33.33333333333333
802,802,2018-10-13,8,300,g,56,14.0,25.0
803,803,2018-10-13,127,210,b,84,33.0,39.285714285714285
804,804,2018-10-13,127,210,g,23,0.0,0.0
805,805,2018-10-13,140,300,b,24,1.0,4.166666666666666
806,806,2018-10-13,140,300,g,13,1.0,7.6923076923076925
807,807,2018-10-13,158,230,b,159,4.0,2.515723270440252
808,808,2018-10-13,158,230,g,103,1.0,0.9708737864077669
809,809,2018-10-13,160,310,b,152,6.0,3.9473684210526314
810,810,2018-10-13,160,310,g,93,2.0,2.1505376344086025
811,811,2018-10-13,172,300,b,99,27.0,27.27272727272727
812,812,2018-10-13,172,300,g,55,6.0,10.909090909090908
813,813,2018-10-13,220,300,b,255,121.0,47.45098039215686
814,814,2018-10-13,220,300,g,207,46.0,22.22222222222222
815,815,2018-10-13,379,250,b,9,0.0,0.0
816,816,2018-10-13,379,250,g,5,0.0,0.0
817,817,2018-10-13,699,250,b,23,7.0,30.434782608695656
818,818,2018-10-13,699,250,g,13,2.0,15.384615384615385
819,819,2018-10-13,1119,300,b,277,54.0,19.494584837545126
820,820,2018-10-13,1119,300,g,151,15.0,9.933774834437086
821,821,2018-10-13,1214,310,b,45,25.0,55.55555555555556
822,822,2018-10-13,1214,310,g,49,23.0,46.93877551020408
823,823,2018-10-13,1358,310,b,25,9.0,36.0
824,824,2018-10-13,1358,310,g,28,3.0,10.714285714285714
825,825,2018-10-13,1403,300,b,32,7.0,21.875
826,826,2018-10-13,1403,300,g,23,4.0,17.391304347826086
827,827,2018-10-13,1457,300,b,236,58.0,24.576271186440678
828,828,2018-10-13,1457,300,g,169,41.0,24.2603550295858
829,829,2018-10-13,1601,300,b,35,0.0,0.0
830,830,2018-10-13,1601,300,g,26,0.0,0.0
831,831,2018-10-13,1641,305,b,51,0.0,0.0
832,832,2018-10-13,1641,305,g,39,0.0,0.0
833,833,2018-10-13,1648,300,b,11,0.0,0.0
834,834,2018-10-13,1648,300,g,9,0.0,0.0
835,835,2018-10-13,1746,200,b,16,0.0,0.0
836,836,2018-10-13,1747,300,b,41,0.0,0.0
837,837,2018-10-13,1747,300,g,44,0.0,0.0
838,838,2018-10-13,1759,310,b,39,14.0,35.8974358974359
839,839,2018-10-13,1759,310,g,23,5.0,21.73913043478261
840,840,2018-10-15,502,300,b,367,109.0,29.70027247956403
841,841,2018-10-15,502,300,g,129,24.0,18.6046511627907
842,842,2018-10-16,148,310,b,41,9.0,21.951219512195124
843,843,2018-10-16,148,310,g,19,3.0,15.789473684210526
844,844,2018-10-16,215,300,b,19,6.0,31.57894736842105
845,845,2018-10-16,215,300,g,40,16.0,40.0
846,846,2018-10-16,592,200,b,12,0.0,0.0
847,847,2018-10-16,592,200,g,5,0.0,0.0
848,848,2018-10-16,637,310,b,66,14.0,21.21212121212121
849,849,2018-10-16,637,310,g,38,13.0,34.21052631578947
850,850,2018-10-16,906,310,b,291,84.0,28.865979381443296
851,851,2018-10-16,906,310,g,119,52.0,43.69747899159664
852,852,2018-10-16,1602,300,b,19,0.0,0.0
853,853,2018-10-16,1602,300,g,8,0.0,0.0
854,854,2018-10-16,1603,200,b,14,0.0,0.0
855,855,2018-10-16,1635,300,b,21,0.0,0.0
856,856,2018-10-16,1635,300,g,18,0.0,0.0
857,857,2018-10-16,1687,310,b,14,2.0,14.285714285714285
858,858,2018-10-16,1687,310,g,5,1.0,20.0
